english,urdu
"A Book revealed to you-- so let there be no straitness in your breast on account of it-- that you may warn thereby, and a reminder close to the believers.",یہ ایک کتاب ہے جو آپ کی طرف نازل کی گئی ہے۔ لہٰذا تمہارے دل میں اس کی وجہ سے کوئی تنگی نہیں ہونا چاہیے۔ (یہ کتاب اس لئے نازل کی گئی ہے) تاکہ آپ اس کے ذریعہ سے (لوگوں کو خدا کے عذاب سے) ڈرائیں اور اہلِ ایمان کے لئے نصیحت اور یاد دہانی ہو۔
This archive type cannot be modified,محفوظہ کی قسم کی معاونت نہیں ہے.
Dalia Gutmann reviews the football players she's had a crush on from 1990 FIFA World Cup Italy to the current one in Brazil on the website OhLaLá!.,ڈالیا گٹمین نے ان تمام کھلاڑیوں کا جائزہ لیا کہ جو اٹلی میں کھلے گئے ١٩٩٠ کے ورلڈ کپ سی لے کر برازیل میں جاری ورلڈ ورلڈ کپ کا حصّہ تھے.
"When Moses reached the age of full youth and grew to maturity, We bestowed upon him wisdom and knowledge. Thus do We reward those who do good.",اور جب وہ (بچہ) اپنے پورے شباب کو پہنچ گیا اور (قد و قامت) پورا درست ہوگیا تو ہم نے اس کو (خاص) حکمت و علم عطا کیا اور ہم اسی طرح نیکوکاروں کو صلہ دیتے ہیں۔
"Leave them to eat and enjoy, and let them be preoccupied with (false) hope. They will come to know!",انہیں چھوڑ دو کھا لیں اور فائدہ اٹھا لیں اور انہیں آرزو بھلائے رکھے سو آئندہ معلوم کر لیں گے
And exalted thy fame?,اور آپ کے ذکر کو بلند کردیا
"Then those who are foremost going ahead,",پھر تیز رفتاری سے سبقت کرنے والے ہیں
"and it is your Lord who will gather them. He is Wise, Knowing.",اور بے شک تیرا رب ہی انہیں جمع کرے گا بے شک وہ حکمت والا خبردار ہے
They got.. they have all my personal details!,وہ مل گیا .. وہ سب میری ذاتی تفصیلات ہیں!
"Hoolihan, fill in for me?",Hoolihan، میرے لئے میں بھرنے؟
"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?",کیا کافر اس بات پر غور نہیں کرتے کہ آسمان اور زمین پہلے آپس میں ملے ہوئے تھے پھر ہم نے دونوں کو جدا کیا۔ اور ہم نے (پہلے) ہر زندہ چیز کو پانی سے پیدا کیا ہے۔ کیا یہ لوگ پھر بھی ایمان نہیں لاتے؟
"So that's what the Band-Aids are about, then?",تو اس کا کیا بینڈ ایڈز پھر، کے بارے میں ہیں کیا ہے؟
a revelation from Him Who created the earth and the high heavens.,(یہ) اس (اللہ) کی طرف سے اتارا ہوا ہے جس نے زمین اور بلند و بالا آسمان پیدا فرمائے،
With what (munificence) my Lord hath pardoned me and made me of the honoured ones!,جیسی میرے رب نے میری مغفرت کی اور مجھے عزت والوں میں کیا
"""Except his wife, who, We have ascertained, will be among those who will lag behind.""",مگر اس کی بیوی ہم نے فیصلہ کیا ہے کہ وہ پیچھے رہنے والو ں میں سے ہے
"to see their benefits, commemorate the name of God during the appointed days, and offer the sacrifice of the cattle that God has given them. They themselves should consume part of the sacrificial flesh and give the rest to the destitute and needy people.",تاکہ اپنے فائدے کے کاموں کے لئے حاضر ہوں۔ اور (قربانی کے) ایام معلوم میں چہار پایاں مویشی (کے ذبح کے وقت) جو خدا نے ان کو دیئے ہیں ان پر خدا کا نام لیں۔ اس میں سے تم خود بھی کھاؤ اور فقیر درماندہ کو بھی کھلاؤ
"I-I WAS MEANING TO TELL YOU,",CONGRATULATIONS
That's what woods are for,کہ جنگل کے لئے ہیں کیا ہے
"LAWRENCE, IT'S INCREDIBLE.",لارنس، یہ حیرت انگیز ہے.
"- But if you could give me the supply... - You know something, Persian?",؂ اگر تم مجھے کچھ رسد وغیرہ دے دو تو۔ ۔ ۔ ۔ ۔ ؂ کیا تمہیں معلوم ہیں، فارسی؟
- I want my own home.,- میں اپنے گھر چاہتے ہیں.
"Then, on the Day of Resurrection, He will disgrace them, and say, ‘Where are My “partners” for whose sake you used to defy [Allah]?’ Those who were given knowledge will say, ‘Indeed today disgrace and distress pursue the faithless.’",پھر قیامت والے دن بھی اللہ تعالیٰ انہیں رسوا کرے گا اور فرمائے گا کہ میرے وه شریک کہاں ہیں جن کے بارے میں تم لڑتے جھگڑتے تھے، جنہیں علم دیا گیا تھا وه پکار اٹھیں گے کہ آج تو کافروں کو رسوائی اور برائی چمٹ گئی
The decision and its consequences rest with me.,یہ فیصلہ اور اس کے نتائج کا ذمہ دار میں ہوں۔
"And if they break their oaths after their treaty and defame your religion, then fight the leaders of disbelief, for indeed, there are no oaths [sacred] to them; [fight them that] they might cease.",اور اگر وہ عہد کرنے کے بعد اپنی قسمیں تو ڑ دیں اور تمہارے دین میں عیب نکالیں تو کفر کے سرداروں سے لڑو ان کی قسموں کوئی اعتبار نہیں تاکہ وہ باز آ آئیں
"Say (unto them, O Muhammad): Have ye thought on all that ye invoke beside Allah? Show me what they have created of the earth. Or have they any portion in the heavens? Bring me a scripture before this (Scripture), or some vestige of knowledge (in support of what ye say), if ye are truthful.",کہو کہ بھلا تم نے ان چیزوں کو دیکھا ہے جن کو تم خدا کے سوا پکارتے ہو (ذرا) مجھے بھی تو دکھاؤ کہ انہوں نے زمین میں کون سی چیز پیدا کی ہے۔ یا آسمانوں میں ان کی شرکت ہے۔ اگر سچے ہو تو اس سے پہلے کی کوئی کتاب میرے پاس لاؤ۔ یا علم (انبیاء میں) سے کچھ (منقول) چلا آتا ہو (تو اسے پیش کرو)
Indeed We created man from sounding clay made out of black smelly mud.,اور بلاشبہ ہم نے انسان کو سڑے ہوئے گارے کی کھنکھناتی مٹی سے پیدا کیا ہے۔
"And surely, it is We who give life and make to die. We are the Inheritor.",ہم ہی جلاتے اور مارتے ہیں اور ہم ہی (بالﺂخر) وارث ہیں
Call me at this number. This is an absolute emergency.,مجھے اس نمبر پر فون کرو یہ بہت ایمرجنسی کی صورتحال ہے
I bought my sister a new hat.,میں نے اپنی بہن کے لئیے ایک نئی ٹوپی خریدی۔
It is most hateful in the sight of God if you say something and do not practice it.,اللہ کے نزدیک بہت سخت ناپسندیدہ بات یہ ہے کہ تم وہ بات کہو جو خود نہیں کرتے،
- Let's stone this witch!,اِس چْڑیل کو سنگسار کرو
"Well, Jesus pardoned them on the cross.",عیسیٰ نے انہیں خود صلیب پر معاف کیا تھا
he drew lots with them and was the one to be condemned [as one to be thrown overboard].,اور اہل کشتی نے قرعہ نکالا تو انہیں شرمندگی کا سامنا کرنا پڑا
"That is the one who treats the orphan with harshness,",پھر وہ وہ ہے جو یتیم کو دھکے دیتا ہے
"We rehearse to thee some of the story of Moses and Pharaoh in Truth, for people who believe.",ہم آپ کو موسٰی اور فرعون کی سّچی خبر سنارہے ہیں ان لوگوں کے لئے جو ایمان لانے والے ہیں
"Then We gave you back the turn to prevail against them, and aided you with wealth and children and made you a numerous band.",اس کے بعد ہم نے تمہیں دوبار ان پر غلبہ دیا اور اموال و اولاد سے تمہاری مدد کی اور تمہیں بڑے گروہ والا بنادیا
"And among His signs is that you see the earth lying neglected, so when We sent down water on it, it freshened up and grew forth; indeed He Who gave it life, will revive the dead; indeed He is Able to do all things.",اور اس کی نشانیوں میں سے ایک یہ بھی ہے کہ تم دیکھتے ہو کہ زمین جمود اور افسردگی کی حالت میں پڑی ہے اور جب ہم اس پر پانی برساتے ہیں تو جنبش میں آتی ہے (ابھرتی ہے) اور اس میں بالیدگی آجاتی ہے (پھول جاتی ہے) بیشک جس نے اسے زندہ کیا ہے وہی مُردوں کو زندہ کرنے والا ہے بلاشبہ وہ ہر چیز پر بڑی قدرت رکھنے والا ہے۔
"Their Prophet said to them: 'Allah has raised Saul to be your king' But they replied: 'Should he be given the kingship over us, when we are more deserving of it than he and he has not been given abundant wealth' He said: 'Allah has chosen him over you and increased him with amplitude in knowledge and body. Allah gives His kingship to whom He will. Allah is the Embracer, the Knower'",اور پیغمبر نے ان سے (یہ بھی) کہا کہ خدا نے تم پر طالوت کو بادشاہ مقرر فرمایا ہے۔ وہ بولے کہ اسے ہم پر بادشاہی کا حق کیونکر ہوسکتا ہےبادشاہی کے مستحق تو ہم ہیں اور اس کے پاس تو بہت سی دولت بھی نہیں۔ پیغمبر نے کہا کہ خدا نےاس کو تم پر فضیلت دی ہے اور (بادشاہی کے لئے) منتخب فرمایا ہے اس نے اسے علم بھی بہت سا بخشا ہے اور تن و توش بھی (بڑا عطا کیا ہے) اور خدا (کو اختیار ہے) جسے چاہے بادشاہی بخشے۔ وہ بڑا کشائش والا اور دانا ہے
"Rangers stand guard next to a burnt out car that was set on fire after a shooting incident, which killed Awami National Party (ANP) activist in Karachi.",اس خون ریزی کی کئی وجوہات ہیں: ۔ عوامی نیشنل پارٹی کے کارکن کے قتل کے بعد رینجرز کا شہر میں گشت۔
